e_form,s_modulus,b_modulus,gap opt,nsites,volume,density,uepa,epa,fepa,efermi,band_gap
-1.49,17.92,30.367,1.3814,8,300.7279415,4.74398105,-4.824678081,-5.035678081,-1.602273838,2.85543072,1.3563
-1.509,15.78,23.3,1.0169,5,139.8196943,2.532004578,-3.315815648,-3.560015648,-1.593832872,1.12577295,0.8913
-1.507,18.553,34.789,2.1921,8,169.8843682,6.381728966,-5.042138183,-5.385638182,-1.707038026,1.85802695,2.1259
-0.732,35.167,157.711,0.0021,4,44.21362047,5.975002402,-5.121798255,-5.465298255,-0.942350564,4.56304692,0
-0.765,25.2,41.867,0.3672,6,143.8185308,4.193632533,-3.582033727,-3.73936706,-0.837528028,2.87036169,0.1762
-2.224,12.847,17.711,2.5476,8,122.8116166,4.677742127,-4.222494086,-4.568994086,-2.490008058,-3.53068528,2.7315
-2.032,33.4,50.667,2.3869,4,103.9917398,5.182647496,-5.278085628,-5.529585628,-2.085989546,1.93096771,2.3998
-1.754,31.58,43.733,1.4863,2,62.75118913,7.955617605,-4.007028955,-4.218028955,-1.876571868,3.36513253,1.4678
-0.965,13.04,23.667,1.5137,6,210.8763566,3.157148147,-3.392463075,-3.392463075,-0.844045623,1.18464594,1.2985
-0.402,41.76,89.7,0.021,4,67.77240496,8.31789803,-4.103687648,-4.103687648,-0.409538098,8.09266731,0
-2.184,14.54,28.333,4.7496,12,376.0971451,5.878344087,-3.704971803,-4.060971803,-2.512416823,-0.79044557,4.4692
-0.732,173.333,183.122,0.076,3,33.57829594,9.721866624,-6.65144767,-6.65144767,-0.691536316,4.95677884,0
-2.05,13.22,26.467,5.1035,7,189.6787485,2.138838855,-3.514014047,-3.86487119,-2.262696249,-0.70477651,4.7652
-1.908,26.867,83.178,2.3233,4,69.84267344,6.48276836,-4.802314628,-5.145814628,-2.095150211,0.77144662,2.125
-2.166,25.52,39.633,1.9689,2,64.70065341,5.550995147,-4.553942905,-4.789942905,-2.082499696,2.71427914,1.2126
-0.459,23.3,45.333,1.0565,2,48.03779386,6.671808985,-2.3861357,-2.5971357,-0.395610948,4.79307776,0
-2.245,17.393,40.589,5.2065,8,152.7096218,3.046420707,-5.10431042,-5.42956042,-2.460199203,-0.64674216,4.9798
-0.846,10.107,19.911,2.1728,6,181.9434859,5.740667067,-3.55720137,-3.724868037,-0.927912724,1.25828101,1.9946
-0.343,234.6,204.8,1.4915,3,20.21861078,2.466756874,-5.800467527,-5.800467527,-0.231303786,6.31837236,1.1637
-1.851,7.733,36.889,1.0004,32,584.2777648,2.685503864,-5.256919823,-5.808919823,-1.773923951,1.23920934,0
-1.086,37.567,57.144,0.8435,5,99.30424593,3.610983352,-5.11569143,-5.11569143,-1.00018345,3.60558285,0.8281
-3.487,74.833,133.956,3.2076,5,77.55434845,8.605889505,-7.846979714,-8.222379714,-3.626080087,3.32242883,3.0974
-0.196,9.84,13.933,2.0162,8,340.2057581,4.447894936,-2.504933234,-2.789183234,-0.51937887,0.94172182,2.2375
-0.891,57.12,78.4,2.8476,4,59.68111341,4.895392752,-3.912014455,-4.148014455,-0.530352284,5.23723682,0.4488
-2.114,151.36,189.967,0.3518,2,26.35460621,11.90676912,-8.30624477,-8.48674477,-2.058022048,4.01818412,0.2331
-0.488,19.66,42.267,0.3283,5,145.3976054,5.806500524,-2.877666114,-2.954466114,-0.532589738,4.08951227,0.102
-1.402,19.92,31.733,3.3471,6,129.0560696,2.009905336,-3.606751673,-3.77441834,-1.389161113,0.70296883,3.0571
-1.881,47.22,65.933,1.2688,7,152.2721038,2.59823199,-5.072601661,-5.170744519,-1.771359769,3.42775215,1.2655
-0.462,8.84,17.833,0.9763,8,287.0146119,2.907574483,-2.597708078,-2.645708078,-0.407057592,1.86507652,0.7465
-2.078,9.48,18,3.488,9,266.3042288,2.961097577,-4.347155663,-4.756488997,-2.356490248,-1.07842705,3.562
-0.412,14.34,27.233,1.186,8,221.6485666,4.425705733,-3.007964275,-3.007964275,-0.364576567,1.18140604,1.2533
-0.335,42.32,61.933,0.7514,4,90.96756897,5.280739318,-4.181324728,-4.181324728,-0.337717514,2.78656561,0.2238
-1.471,23.887,35.378,3.9599,6,121.9035961,3.296186963,-3.680493235,-3.918159902,-1.601041817,0.7389192,4.1152
-2.019,34.027,54.578,1.9934,4,79.99437682,4.898961992,-5.542051408,-5.793551408,-2.10249354,2.83587916,1.9863
-0.784,9.16,17.767,1.9664,6,197.9758948,6.062449862,-3.332991585,-3.490324918,-0.906882402,0.84891609,1.7116
-1.037,31.033,41.989,0.9774,6,155.1060724,3.752216626,-3.990530987,-3.990530987,-0.910130882,2.36652101,0.9414
-0.211,41.373,75.589,1.4611,8,169.7622773,3.960434743,-4.490598134,-4.490598134,-0.196894933,3.92531796,1.4257
-1.059,9.2,18.233,0.102,9,287.8257554,4.366051567,-2.868109418,-3.224109418,-1.395318314,-0.50427101,0.5479
-3.046,57.467,89.111,4.1423,4,64.08857186,4.145686845,-7.115974068,-7.459474067,-3.091912197,1.21625083,3.9739
-2.9,13.767,37.111,3.589,9,144.5533024,6.554976333,-5.426557579,-5.734557579,-3.057929566,-0.36563722,3.8846
-1.258,28.7,52.333,2.2615,6,129.5060973,7.818496136,-4.64011335,-5.04711335,-1.60037796,2.66047785,2.2251
-0.638,127.193,147.656,0.8661,3,64.05929607,3.109980701,-5.889067743,-6.224401077,-0.643427429,2.85069566,0
-1.552,51.193,114.489,1.2982,8,143.9167044,7.934364725,-8.478804054,-8.659304054,-1.522015599,3.37402275,1.2537
-2.864,47.8,100.5,3.7732,8,123.3081108,5.365910506,-6.645835369,-6.989335369,-2.993322832,1.49203593,3.3353
-3.044,62.193,94.356,3.821,4,63.94085687,7.594477787,-6.611108623,-6.954608623,-3.105893119,1.29718762,3.6931
-1.232,18.32,27.633,3.6163,6,151.2398209,3.688904642,-3.422202205,-3.608202205,-1.317638113,1.69700507,3.5271
-2.517,59.467,109.611,1.8124,5,64.50656432,7.801556472,-7.608794206,-8.020994206,-2.731353162,4.88395,1.813
-3.769,35.847,62.044,4.6129,8,128.1852374,2.615914744,-6.289631859,-6.636131859,-3.964886146,-3.60133421,4.7085
-0.746,24.74,42.367,2.113,7,159.9457593,3.946332376,-4.04554637,-4.332974941,-0.972277617,1.39469697,2.1205
-0.837,26.08,47.167,0.0158,4,82.74373278,4.674061488,-5.300158535,-5.536158535,-1.044309605,3.33552856,0.7808
-1.002,11.74,20.467,2.1367,3,95.90002973,3.005584104,-2.858393043,-2.99905971,-1.06960755,0.70189012,2.0282
-0.608,49.98,63.6,1.4703,3,45.1936556,3.796398876,-2.967232573,-2.967232573,-0.106576246,3.15046788,0
-0.025,5.7,8.333,2.651,8,343.3017053,3.787581409,-2.875952255,-3.160202255,-0.38532955,-0.6082331,2.6901
-2.356,12.407,32.811,4.3464,9,150.2065222,7.091443364,-4.487845719,-4.795845719,-2.550986613,0.02771253,4.2962
-1.773,27.78,40.4,1.559,2,60.51561883,4.601057958,-3.910540475,-4.121540475,-1.547087588,5.47212285,0
-2.2,65.467,130.178,1.7175,5,97.21989717,8.952684407,-9.1254457,-9.3704457,-2.243014457,6.07287401,1.424
-1.357,28.04,35.333,3.252,3,52.7166926,2.924458277,-3.698385727,-3.85571906,-1.41779999,0.34245106,2.96
-3.223,52.54,102.733,1.3288,6,110.3497162,5.77754877,-6.597777692,-6.919444358,-3.309832829,3.82995601,1.2541
-0.786,29.72,43.8,0.7913,5,140.1536287,5.511330421,-3.3109049,-3.3877049,-0.788070728,4.0900354,0.684
-1.828,23.693,36.589,1.8688,4,133.6514213,4.774641389,-4.911113135,-5.147113135,-1.958797439,1.24394201,1.8997
-0.87,20.34,68.333,1.9764,4,74.87495279,4.412872624,-4.39974203,-4.65124203,-0.938484138,4.16099646,1.7077
-0.841,38.067,62.578,0.0374,6,140.0767304,5.36918493,-4.064211647,-4.064211647,-0.752427659,4.27974441,0.1126
-2.457,51.42,68.5,2.2066,2,44.02431876,7.736289279,-5.085048025,-5.336548025,-2.498518952,2.08335964,2.2246
-3.034,70.407,107.111,3.6784,4,54.88562235,3.511130092,-7.089575955,-7.433075955,-3.099014586,1.82205967,3.6241
-0.654,34.1,57.067,0.7248,5,120.3419241,5.166017042,-3.460792256,-3.460792256,-0.588416659,3.20987395,0.7109
-2.479,53.573,136.522,2.2938,8,110.8339773,5.538115174,-7.048481859,-7.391981859,-2.627381226,2.05572858,2.1264
-0.339,55.96,84.267,1.4284,8,151.0092744,3.418565574,-4.691345711,-4.691345711,-0.313429048,4.44458853,1.3641
-1.112,39.54,47.867,1.3966,3,68.04032151,3.063703579,-3.90207593,-3.90207593,-0.898169654,3.04941321,0.8099
-0.058,22.54,40.9,0.051,6,152.6647863,5.705092247,-3.494649408,-3.494649408,-0.080940552,2.2966027,0.1332
-2.636,16.22,34.667,3.1846,9,133.3153585,4.713170773,-5.367931818,-5.675931818,-2.772131942,0.70440068,1.6997
-2.385,43.96,61.567,2.3466,2,46.41405753,2.581034201,-5.219457435,-5.470957435,-2.399932562,2.66171321,2.3819
-2.016,37.367,54.278,2.4321,4,85.8086315,5.071812842,-5.37454272,-5.62604272,-2.096948833,2.26823104,2.4323
-3.029,18.907,29.411,4.5342,6,164.1782913,4.723813982,-4.552868165,-4.833201498,-3.141755241,1.42381739,4.3096
-1.336,17.073,27.322,2.816,6,146.0403159,2.842587949,-3.385055928,-3.542389262,-1.370644831,0.34547139,2.5447
-2.988,56.78,90.233,3.6781,4,67.28260733,6.969574107,-6.577354963,-6.920854963,-3.056774871,1.30058917,3.6251
-1.532,22.32,34.8,1.4991,4,124.7240606,3.754225457,-3.95692462,-4.05167462,-1.515753491,3.21872627,1.5566
-2.826,44.267,99.111,3.6269,8,126.7351707,5.133434126,-6.614921878,-6.958421877,-2.95921976,1.51443816,3.1965
-0.899,28.013,43.489,2.2926,14,294.8553753,4.90197376,-4.047847024,-4.31756131,-1.069769713,3.39220288,1.3789
-1.34,17.54,34.667,2.7661,5,98.06519351,2.859796022,-4.105527124,-4.888527124,-1.309664725,0.74960464,0.577
-2.106,63.48,122.767,1.6756,5,101.6457215,9.328971483,-8.93333776,-9.17213776,-2.172814194,5.48956657,1.3592
-2.746,40.78,75.367,2.0482,100,2615.179249,4.867820766,-5.707633823,-6.051133823,-2.618301997,1.12803175,1.3299
-2.989,54.427,87.044,3.7926,4,68.31753354,5.016128331,-7.014869635,-7.358369635,-3.023273983,1.43050942,3.6087
-0.49,38.58,73.733,1.4581,8,166.4438551,2.281403005,-4.882946115,-4.882946115,-0.419895342,4.14841178,1.3728
-1.488,34.64,42.233,3.5016,6,95.02945188,1.605750364,-3.812571107,-3.980237773,-1.328805907,0.99793694,3.125
-0.495,23.58,37.1,1.3444,8,181.8284477,5.473847418,-5.062908649,-5.298908649,-0.751087279,2.72415191,1.3604
-3.254,41.027,85.378,4.7207,6,111.3018698,5.839222592,-6.892416093,-7.32608276,-3.471625159,2.23851668,4.7664
-2.166,31.44,44.2,1.7013,7,184.1689019,2.322322966,-4.435193779,-4.698336636,-2.273234903,2.67403279,1.8419
-0.38,8.58,14.767,2.0923,8,148.7784902,2.430961146,-2.22890646,-2.45990646,-0.579898646,-1.46343337,2.0897
-2.151,27.053,36.556,1.8944,8,109.5381301,5.860639014,-4.106691258,-4.453191258,-2.398033197,-1.79851203,1.7555
-2.193,86.893,166.789,1.6664,16,211.2975473,5.244897919,-6.018097731,-6.361597731,-2.243720417,2.53292638,0.8252
-1.637,40.593,61.622,2.393,4,81.78438172,3.534226822,-4.908133038,-5.131883038,-1.656702284,3.02479034,2.4254
-0.629,35.087,60.244,0.8327,5,112.5736646,4.821226034,-3.498724354,-3.498724354,-0.563127471,3.61950738,0.8196
-0.649,17.2,57.133,1.2191,8,196.7610945,4.941582477,-4.011761285,-4.247761285,-0.855272588,2.18218391,1.1352
-0.232,50.013,73.989,1.0535,4,81.63094644,4.068335059,-4.359062455,-4.359062455,-0.181718335,4.34584309,0.1435
-0.524,15.04,20.867,0.9198,4,114.3395076,3.003881322,-2.3962043,-2.4442043,-0.473091607,2.22797509,0.6721
-3.343,69.327,123.344,2.327,5,83.1848621,8.892623141,-7.64390043,-8.01310043,-3.508155126,3.61363396,2.1741
-1.622,30.413,50.456,1.6517,4,104.486914,6.849799608,-5.29678832,-5.54828832,-1.73770589,3.9211413,1.5282
-0.423,42.22,58.667,2.2019,4,91.11559025,4.979386394,-3.794901773,-4.005901773,-0.564542393,6.88434184,2.2712
-2.04,32.213,49.289,2.3579,4,106.9490518,4.91966115,-5.30085166,-5.55235166,-2.097063506,1.80714062,2.3521
-1.662,31.96,49.533,3.8,6,100.5534876,2.527926241,-3.908561728,-4.172895062,-1.7572742,1.87769822,3.8394
-2.407,34.393,110.756,2.4216,4,70.47641911,5.57120432,-6.93536639,-7.27886639,-2.585493928,2.30719315,2.3609
-1.052,9.48,19.5,1.1131,9,354.1672186,3.529110906,-2.724696613,-3.080696613,-1.124018703,-0.75218819,0
-0.921,23.86,45.633,0.8852,4,128.6233189,6.816510234,-4.311943423,-4.522943423,-1.097549258,3.60327687,1.102
-2.741,6.52,26.767,5.04,9,147.7209739,6.192049095,-5.035937163,-5.343937163,-2.941772927,-0.55300711,4.976
-1.64,33.773,53.789,1.845,4,92.38896943,4.038605825,-4.812350623,-5.056100623,-1.665096,2.79250251,1.9398
-1.837,25.22,38.533,1.8695,4,128.1115778,5.103626193,-4.90254549,-5.13854549,-1.965809699,1.28196428,1.899
-1.204,13.18,22.133,0.674,3,69.84758905,2.89677191,-5.414120647,-5.82345398,-1.563127517,3.35516193,1.256
-0.757,12.073,19.489,1.2026,8,300.43748,5.035004057,-3.20644159,-3.41744159,-0.912734193,2.78316982,1.1111
-0.393,9.987,15.111,1.5226,6,227.9012277,4.669644442,-2.618843178,-2.871509845,-0.70138183,1.61767957,1.6967
-0.852,18.273,54.256,0.6816,8,195.4673274,4.706044123,-4.363490129,-4.614990129,-1.020875845,3.38929799,0.5961
-1.534,24.507,39.011,4.0739,6,130.9866497,4.273013639,-3.6291198,-3.866786467,-1.655037191,0.82899039,3.8297
-0.431,53.66,77.433,1.4822,16,306.6604894,4.362111533,-4.461012838,-4.461012838,-0.240313574,4.55006075,0.2108
-1.592,41.36,137.333,0.9654,2,19.50542741,6.930472514,-3.83404243,-4.17754243,-1.074326269,3.08142185,0
-4.009,60.033,129.022,4.5051,3,45.19624531,6.585385433,-7.596555413,-7.979555413,-4.104117043,1.41500962,5.2617
-1.257,16.06,32.267,2.0343,6,182.4089017,1.715005534,-3.368807855,-3.597807855,-1.208645653,-0.10342518,0.3822
-0.554,40.44,54.5,0.724,3,51.47340347,4.751002046,-3.131120647,-3.131120647,-0.521859019,2.99085436,0.5518
-0.776,9.713,18.789,2.0462,6,180.416104,5.798940232,-3.372492697,-3.52982603,-0.903095222,0.77865718,1.816
-0.412,33.8,63.233,0.0176,2,45.20805281,5.668145851,-4.2298862,-4.2298862,-0.366778838,3.10203953,0
-1.811,28.027,45.811,1.5989,4,92.09990727,4.575354968,-5.541777143,-5.777777143,-1.935972909,2.3846198,1.5239
-1.97,124.96,165.367,0.3107,2,37.13474908,4.60189752,-8.84061913,-9.02111913,-1.619636111,2.0619712,2.2652
-0.84,10.467,21.378,2.2957,6,166.135736,5.35995606,-3.60152673,-3.769193397,-0.928949792,1.1049047,2.1003
-1.923,10.02,18.5,2.016,9,249.466131,2.872361115,-4.130336548,-4.539669881,-2.212138756,-0.66329505,2.1471
-0.911,24.147,46.278,0.8973,8,233.9616843,7.527976527,-4.321410681,-4.532410681,-1.110689031,4.36853221,0.8936
-3.042,40.32,75.833,1.7913,5,109.2053676,6.711990206,-7.382104416,-7.741304416,-3.221605451,4.30219745,1.6556
-0.103,48.587,36.878,2.4637,16,180.9591515,1.101355079,-3.487638175,-3.621888175,-0.140949684,-0.34865137,3.1107
-0.935,30.573,40.589,1.4133,9,228.2421344,3.090204867,-3.604563576,-3.604563576,-0.796123158,2.58578418,1.2357
-1.456,27.027,46.878,2.4161,6,122.2777077,4.515925265,-4.566137823,-4.99980449,-1.817501456,1.51759804,2.3645
-0.356,17.847,29.844,0.9695,7,230.2900682,5.496361773,-3.173499303,-3.41464216,-0.621455677,2.78075164,1.0357
-0.225,18.893,22.622,0.9558,7,228.9214684,5.639398804,-3.350027441,-3.651456013,-0.541067225,3.65240423,0.9609
-0.326,6.787,22.311,0.3151,7,210.4697586,7.297571446,-3.491492773,-3.693778487,-0.517381019,2.96126419,0.8814
-1.599,23.567,31.311,1.1801,7,163.007327,4.648829762,-4.97230595,-5.266734521,-1.720980523,3.00817634,1.2196
-2.428,80.393,131.056,0.0047,20,190.068169,3.926260005,-6.899367672,-7.667867672,-2.446316082,4.05172812,1.2487
-0.353,90.327,116.211,1.5232,9,151.0845349,3.707272429,-6.206015708,-6.206015708,-0.358361854,6.93331539,1.4604
-1.883,20.68,31.467,1.6051,2,77.44310968,5.680578106,-4.158597765,-4.369597765,-1.838457348,3.95608921,0.7769
-0.4,18.073,30.556,1.1155,7,230.8098689,5.503380227,-3.291493594,-3.532636451,-0.622914223,3.22883458,1.1108
-1.896,17.247,28.778,2.5766,6,214.969435,4.96640477,-5.240424937,-5.534424937,-2.128890584,0.28141839,2.7811
-0.404,15.5,25.6,2.3291,6,148.9052092,3.056129866,-4.478643,-4.813976333,-0.695512049,3.31990591,2.4754
-0.701,57.24,127.5,0.1117,3,63.06881551,10.62691241,-7.10172497,-7.10172497,-0.719510738,6.43710802,0.0338
-1.084,114.2,151.567,1.3296,4,47.61947277,8.088367141,-8.36505104,-8.54555104,-1.082227847,4.10311757,1.2765
-1.292,18.48,27.533,3.3856,6,167.4031376,4.275905362,-3.376622633,-3.562622633,-1.377427351,1.29622408,3.5902
-0.769,45.873,69.856,0.9064,5,95.13198597,4.064308803,-3.771104786,-3.771104786,-0.700766363,4.1873473,0.875
-3.351,62.54,119.133,3.0431,5,88.83774774,6.818472622,-7.821691006,-8.197091006,-3.503691094,2.80101516,2.9166
-0.511,11.86,23.533,1.0098,8,244.6388411,6.459968819,-3.142974489,-3.142974489,-0.466618824,2.35417848,1.1046
-0.327,67,177.567,0.8752,3,58.39362117,11.48222923,-8.79936595,-8.86336595,-0.442972147,7.3995128,0.665
-1.066,32.273,53.756,0.0066,4,81.73973948,3.153376582,-5.694746675,-5.946246675,-1.187160137,3.77838122,1.1644
-0.471,24.78,40.167,0.1684,28,825.8884938,8.040398146,-3.561804778,-3.797804778,-0.49906597,4.52018495,0
-2.34,18.98,27.467,4.707,8,216.6692562,4.219658459,-4.750702238,-5.211202237,-2.705840887,-0.91109114,4.918
-0.638,33.88,52.267,2.1793,9,109.732544,4.272806179,-4.250874732,-4.370208066,-0.702458541,1.21048843,2.2361
-1.061,13.18,20.267,0.4783,3,71.61195211,2.918073685,-5.372044667,-5.781378,-1.495015129,0.90501671,1.7926
-0.369,12.46,21.3,1.2002,3,120.8606464,6.367951493,-3.222545913,-3.489545913,-0.670492122,3.23849884,1.2325
-0.312,22.647,32.511,0.164,4,136.714657,8.120388599,-3.326757303,-3.537757303,-0.415321287,5.17127753,0
-0.214,39.96,64.967,0.4006,4,90.14645743,4.532658163,-4.211236948,-4.211236948,-0.187256828,4.52371347,0.4822
-1.685,8.947,20.378,0.0023,7,206.4280207,2.957720447,-4.248552123,-4.599409266,-1.954090683,1.18056017,1.2877
-2.019,36.327,53.011,2.382,4,87.40629991,4.864496452,-5.36730643,-5.61880643,-2.100991317,2.24548262,2.3614
-1.04,33.047,52.511,0.7062,5,107.4757393,4.694456497,-4.800547964,-4.800547964,-0.986713624,3.0401854,0.549
-1.8,36.113,53.389,0.9539,7,180.0345035,3.872293519,-4.661377421,-4.814377421,-1.781935891,4.33754022,0.9079
-0.288,54.38,61.733,0.1113,3,51.55085433,1.997382427,-3.908207077,-3.88454041,-0.191268168,4.95244897,0
-0.506,43.46,36.033,3.5577,2,16.20775821,0.814395503,-3.05685464,-3.14635464,-0.495530184,-0.99767685,2.981
-1.831,24.247,37.278,1.8635,4,131.6353891,4.889828111,-4.910773628,-5.146773628,-1.961647512,1.24667592,1.8958
-1.308,14.24,30.233,2.5657,5,113.060023,3.842588843,-4.009896705,-4.792896705,-1.265980256,-0.06701135,2.8076
-0.596,142,185.1,0.0428,6,87.36287713,6.197070793,-7.309573583,-7.309573583,-0.609237732,8.18280746,0.4792
-0.927,58.8,97.1,0.0856,3,61.56775783,9.378123298,-5.72909428,-5.79309428,-0.96747537,6.64537391,0.2739
-1.483,18.907,28.944,1.2878,4,159.1997994,5.057868601,-4.413142708,-4.624142708,-1.615319385,2.53873185,1.2994
-0.529,8.4,18.4,1.7854,6,265.6891317,4.656436257,-2.838484595,-3.091151262,-0.772383077,2.4222495,1.1996
-0.427,69.347,123.511,0.0726,6,100.9658504,5.538126999,-5.765189985,-5.765189985,-0.429694377,6.11811231,0.3419
-0.766,48.307,113.478,3.9501,4,43.40437661,2.461064805,-7.492061723,-7.672561723,-0.797077874,2.40216986,3.7571
-0.038,6.367,9.811,1.9722,8,350.104203,3.905252359,-2.554385984,-2.838635984,-0.380285595,0.05339502,2.2746
-0.506,15.247,27.644,0.3226,8,256.0911511,5.025959512,-3.633733163,-3.869733163,-0.745935559,2.76867912,0.6561
-2.311,16.26,32.1,2.6122,9,144.8927459,5.501140754,-4.300732469,-4.608732469,-2.441946328,-1.15315366,2.6581
-1.005,45.093,159.889,0.425,8,99.05329238,6.561870161,-5.607869543,-6.515369542,-1.216380884,2.47739044,1.158
-2.511,23.94,75.3,4.5816,12,190.5307791,8.547886653,-4.863565373,-5.171565373,-2.659697038,2.1820871,4.3804
-1.614,25.2,36,2.2608,5,88.63996782,2.255923093,-3.601742746,-3.861942746,-1.709382496,0.96869593,2.0299
-0.923,14.24,22.433,0.2386,5,142.59546,3.845922409,-3.065510128,-3.202910128,-0.892556618,0.47419197,0.5612
-0.725,14.44,31.933,0.4048,6,157.0307163,4.778170643,-3.144715665,-3.302048998,-0.822426856,1.56917696,0.4822
-0.325,61.12,81.267,1.9345,9,64.16513439,2.859714274,-3.844501068,-3.963834401,-0.405285781,2.93462837,1.914
-3.263,56.487,109.644,2.9751,5,95.70512888,6.001201446,-7.76460553,-8.14000553,-3.42167777,2.92862535,2.86
-3.295,58.62,113.133,2.9917,5,93.13083846,6.285988663,-7.790326694,-8.165726694,-3.452502263,3.02315953,2.8667
-0.905,10.753,20.056,1.7505,6,247.7043353,3.315734799,-3.171285323,-3.235285323,-0.863573592,1.56322492,1.4979
-0.909,7.36,15.167,0.2786,12,518.8065431,3.201297784,-2.962301816,-3.173301816,-1.046449396,1.36159133,0.2132
-1.219,32.573,79.922,0.9952,4,63.02965927,7.257630322,-4.390507613,-4.734007613,-1.392402733,2.57300539,0.882
-1.162,10.407,17.844,3.9399,36,916.7511936,2.962937614,-2.797080228,-3.206413561,-1.554141251,-1.70154508,3.9778
-1.22,18.167,36.144,2.2511,5,106.7884173,4.832652373,-3.557601744,-3.832401744,-1.348830608,-0.13230634,2.0773
-2.15,12.787,25.311,4.5495,6,203.0092958,3.269983383,-3.805620558,-4.161620558,-2.457735045,-0.49111689,4.4482
-2.136,9.9,58.367,1.5602,8,168.0810835,5.904545698,-4.861689909,-5.095189909,-2.238796895,3.85433275,1.4265
-1.106,24.933,43.156,2.8639,14,271.4312556,3.604974634,-4.512432152,-4.799860724,-1.234169168,3.76971813,2.4623
-0.707,22.607,39.478,0.0145,7,150.6271904,3.556881329,-5.074319521,-5.361748093,-0.824032835,3.99262613,0
-1.483,20.233,30.022,1.2559,4,147.9528996,4.990591467,-4.437192428,-4.648192428,-1.61929321,2.5808057,1.2623
-0.519,11.107,25.244,2.2592,4,113.26734,6.920946902,-1.61941049,-1.92641049,-0.850301977,-0.99028447,2.7243
-0.102,36.38,65.367,0.54,4,95.19120258,4.308703823,-4.047058893,-4.047058893,0.046071765,3.62568092,0
-1.895,44.36,61.533,1.2366,7,159.2019151,3.401921734,-4.898692213,-4.99683507,-1.812931493,3.25380141,1.2135
-2.486,40.893,114.556,2.6986,8,131.8403424,5.762822635,-7.069016733,-7.412516732,-2.614415598,1.18122745,2.4154
-2.039,32.673,49.389,2.3733,4,105.9514176,4.992239449,-5.275680333,-5.527180333,-2.094863025,1.80660883,2.368
-1.507,97.58,151.567,0.8756,16,170.0640746,4.449418033,-5.320237285,-6.073237285,-1.492182157,2.75894435,0.6352
-2.104,33.98,62.367,0.9122,7,193.997803,4.976572109,-6.255863384,-6.543291956,-2.208872188,2.54239858,0.8648
-1.844,26.38,39.967,1.914,4,123.5832165,5.405723541,-4.884507563,-5.120507562,-1.968826781,1.50504678,1.9336
-2.798,23.527,52.644,4.5394,7,106.6529827,3.419061172,-4.19090975,-4.45490975,-2.865415839,-1.67227607,4.3016
-0.755,9.02,17.867,1.5558,4,130.0873263,4.97117586,-2.865871465,-3.132871465,-0.980515435,2.65051316,1.2571
-1.426,15.58,22.667,1.24,5,148.3913039,2.911695035,-3.205862858,-3.419062858,-1.468812478,1.8514775,1.0284
-4.058,64.633,137.022,4.6903,6,85.19420665,7.225699625,-7.677692215,-8.060692215,-4.201774277,1.53358526,4.6648
-1.254,51.327,114.811,0.7149,8,148.7128031,6.82150124,-7.17977853,-7.36027853,-1.229015044,5.11252325,0.6481
-1.785,20.28,49.3,2.9451,6,134.2040901,7.574955408,-4.081057245,-4.413057245,-2.020672456,2.70189879,2.617
-1.477,71.68,165.6,1.01,16,197.1839147,5.567059336,-5.435314777,-5.778814777,-1.523644748,3.91408421,0.1034
-0.468,17.273,27.689,0.3247,6,190.6460928,4.054183175,-3.656096675,-3.656096675,-0.396400273,3.28889822,0.3352
-1.115,12.04,25.933,3.3382,3,79.63762876,3.822376994,-2.62494663,-3.034279963,-1.49429227,-1.12354085,3.5155
-0.433,8.26,53.267,0.4512,2,33.39339311,4.922881197,-3.176428875,-3.483428875,-0.50955721,5.57020468,0.3261
-0.89,19.707,53.044,0.7009,8,231.700054,7.625468962,-4.287380296,-4.498380296,-1.099629493,4.38295224,0.8483
-1.356,18.54,48.1,2.782,2,40.85956736,4.196705394,-3.78247544,-4.01847544,-1.470379676,2.81998307,1.7609
-0.446,9.607,18.211,0.8857,7,252.7208298,2.173252436,-2.658235284,-2.658235284,-0.345222347,0.51275325,0.8246
-1.237,13.547,25.378,2.5436,6,166.6359673,2.800634459,-3.197668578,-3.365335245,-1.218832167,0.61649192,2.2945
-0.583,140.133,186.722,0.0048,3,41.33040791,9.810988203,-6.801945353,-6.801945353,-0.56243899,9.1716797,0.2899
-2.594,28.873,36.456,4.1955,8,115.1100189,4.957041088,-4.609637005,-4.956137005,-2.834606847,-1.74364854,4.0226
-1.035,25.32,36.967,0.1672,3,81.92486177,4.442764821,-3.772368137,-3.772368137,-0.943362733,2.47973006,0.5928
-0.887,35.18,72.533,2.0864,100,2478.010635,3.265913848,-3.086844423,-3.338344423,-0.640247684,1.29039525,1.2531
-0.957,14.747,32.711,2.4137,8,130.1705457,1.760295917,-4.145258429,-4.225758429,0.662340981,-1.0292424,0
-1.623,56.16,78.3,2.9453,2,45.48046821,2.058127167,-4.278614815,-4.530114815,-1.661749857,1.36447463,3.5358
-0.575,17.86,29.1,1.1722,6,164.5994737,3.410971403,-2.85963465,-2.92363465,-0.573032456,3.3123485,1.0359
-0.84,27.827,40.544,1.0684,5,151.981703,4.149115967,-3.381015288,-3.457815288,-0.828204081,3.71072046,0.9818
-1.79,19.287,31.644,1.0632,4,143.7616348,3.939701515,-4.43941959,-4.59291959,-1.817972328,2.04854699,1.2602
-0.943,37.16,82.9,1.8966,4,67.90052279,3.782222496,-4.734371773,-4.985871773,-0.956451214,6.17947394,1.2543
